,knode_name,stochastic,observed,subj,node,tag,depends,hidden,subj_idx,trial,rt,response,gain,loss,sure,mean,std,2.5q,25q,50q,75q,97.5q,mc err,map
z_subj.35,z_subj,False,False,True,z_subj.35,(),['subj_idx'],False,35,,,,,,,0.6015484195836518,0.01932502516962282,0.5632485007632253,0.5889582931387756,0.6016599703022376,0.6147674101786913,0.6386182972656734,0.0004456479231234647,0.5653551037851717
z_subj.36,z_subj,False,False,True,z_subj.36,(),['subj_idx'],False,36,,,,,,,0.4010696328349571,0.021872325016105136,0.3590485044865318,0.3861022129129969,0.40053864443187903,0.4159784291944592,0.4444339498562952,0.0005039012279756394,0.45018461631980233
z_subj.37,z_subj,False,False,True,z_subj.37,(),['subj_idx'],False,37,,,,,,,0.4383353985280378,0.021307354532925423,0.39707221721057073,0.4238202013435604,0.43768697443142857,0.45239974790135945,0.48054988637311086,0.0004905919641060294,0.4676703985410128
z_subj.38,z_subj,False,False,True,z_subj.38,(),['subj_idx'],False,38,,,,,,,0.5637370347204456,0.02046847257053098,0.5231545574169653,0.5499076890697052,0.563970741352307,0.5774353738347151,0.6040320549948285,0.0004746117040709434,0.5428677926259239
z_subj.39,z_subj,False,False,True,z_subj.39,(),['subj_idx'],False,39,,,,,,,0.5383202996622273,0.019750004713733248,0.4996896458021652,0.5249677211993282,0.5385016787082167,0.5516865517352911,0.5767366169978546,0.0003680732862579467,0.521052514671581
v_gain,v_gain,True,False,False,v_gain,(),[],False,,,,,,,,0.09203460897863978,0.013992754127489524,0.06430021730921293,0.08288047829906414,0.0919396874061101,0.10104019853032825,0.11993506475381621,0.00025279303858160267,0.07246061752891214
v_gain_std,v_gain_std,True,False,False,v_gain_std,(),[],False,,,,,,,,0.08600998949010587,0.010899390753638754,0.06751966766095999,0.0784235838957979,0.08510463532651116,0.09268819890233199,0.10981496955361145,0.00021059112988303444,0.08464938289814398
v_gain_tau,v_gain_tau,False,False,False,v_gain_tau,(),[],True,,,,,,,,,,,,,,,,139.55725133981412
v_gain_subj.1,v_gain_subj,True,False,True,v_gain_subj.1,(),['subj_idx'],False,1,,,,,,,0.28997780687706615,0.023999050321616804,0.24387400606806015,0.2733670660036024,0.2896566223617766,0.3062482792383946,0.3373205136337628,0.001095933941798267,0.27924856228977707
v_gain_subj.2,v_gain_subj,True,False,True,v_gain_subj.2,(),['subj_idx'],False,2,,,,,,,0.12080174989533385,0.01712820133188637,0.08780320495622133,0.10943999348211957,0.12058636580309735,0.13234280867223108,0.1545606551359036,0.000647889203360058,0.10881079496595018
