,subj_idx,response,rt,gain,loss
745,4,0,0.922,5,-6
746,4,0,1.303,5,-7
747,4,0,1.162,5,-8
748,4,0,0.814,5,-9
749,4,0,1.23,5,-10
750,4,1,1.136,6,-1
751,4,1,1.198,6,-2
752,4,1,1.491,6,-3
753,4,1,1.373,6,-4
754,4,1,2.657,6,-5
755,4,0,1.535,6,-6
756,4,0,0.767,6,-7
757,4,0,1.183,6,-8
758,4,0,1.197,6,-9
759,4,0,1.283,6,-10
760,4,1,1.062,7,-1
761,4,1,1.486,7,-2
762,4,1,3.072,7,-3
763,4,1,1.958,7,-4
764,4,1,1.891,7,-5
765,4,0,2.785,7,-6
766,4,0,1.265,7,-7
767,4,0,1.11,7,-8
768,4,0,0.954,7,-9
769,4,0,1.103,7,-10
770,4,1,1.183,8,-1
771,4,1,3.795,8,-2
772,4,1,1.15,8,-3
773,4,1,4.02,8,-4
774,4,1,0.986,8,-5
775,4,0,0.833,8,-6
776,4,0,0.837,8,-7
777,4,0,1.346,8,-8
778,4,0,0.883,8,-9
779,4,0,0.853,8,-10
780,4,1,1.051,9,-1
781,4,1,1.229,9,-2
782,4,1,1.398,9,-3
783,4,1,1.332,9,-4
784,4,1,1.972,9,-5
785,4,0,1.239,9,-6
786,4,0,0.878,9,-7
787,4,0,1.222,9,-8
788,4,0,0.925,9,-9
789,4,0,0.751,9,-10
790,4,1,0.914,10,-1
791,4,1,1.231,10,-2
792,4,1,1.167,10,-3
793,4,1,1.366,10,-4
794,4,1,1.503,10,-5
795,4,1,3.107,10,-6
796,4,1,4.527,10,-7
797,4,0,1.631,10,-8
798,4,0,1.153,10,-9
799,4,0,0.965,10,-10
800,5,1,1.119,1,-1
801,5,1,1.573,1,-2
802,5,1,3.033,1,-3
803,5,1,2.642,1,-4
804,5,0,0.987,1,-5
805,5,0,1.345,1,-6
806,5,0,1.812,1,-7
807,5,0,0.897,1,-8
808,5,0,0.982,1,-9
809,5,0,1.038,1,-10
810,5,1,1.208,2,-1
811,5,0,1.584,2,-2
812,5,1,2.543,2,-3
813,5,1,1.896,2,-4
814,5,0,1.032,2,-5
815,5,0,1.016,2,-6
816,5,0,1.016,2,-7
817,5,0,1.083,2,-8
818,5,0,0.874,2,-9
819,5,0,1.004,2,-10
820,5,1,1.147,3,-1
821,5,1,0.892,3,-2
822,5,1,1.292,3,-3
823,5,1,1.487,3,-4
824,5,0,1.832,3,-5
825,5,0,0.859,3,-6
826,5,0,0.955,3,-7
827,5,0,1.181,3,-8
828,5,0,1.231,3,-9
829,5,0,1.007,3,-10
830,5,1,1.188,4,-1
831,5,1,1.424,4,-2
832,5,1,1.233,4,-3
833,5,1,1.773,4,-4
834,5,0,1.161,4,-5
835,5,0,1.001,4,-6
836,5,0,1.075,4,-7
837,5,0,0.966,4,-8
838,5,0,1.237,4,-9
839,5,0,1.065,4,-10
840,5,1,1.155,5,-1
841,5,1,1.666,5,-2
842,5,1,1.234,5,-3
843,5,1,1.429,5,-4
844,5,0,1.149,5,-5
845,5,0,1.146,5,-6
846,5,1,2.651,5,-7
847,5,0,0.902,5,-8
848,5,0,1.155,5,-9
849,5,0,0.891,5,-10
850,5,1,0.997,6,-1
851,5,1,1.083,6,-2
852,5,1,1.677,6,-3
853,5,1,2.027,6,-4
854,5,0,0.976,6,-5
855,5,0,1.099,6,-6
856,5,0,1.141,6,-7
857,5,0,1.162,6,-8
858,5,0,1.183,6,-9
859,5,0,0.983,6,-10
860,5,1,1.491,7,-1
861,5,1,1.223,7,-2
862,5,1,1.107,7,-3
863,5,1,1.102,7,-4
864,5,0,1.285,7,-5
865,5,0,1.173,7,-6
866,5,0,1.673,7,-7
867,5,0,0.734,7,-8
868,5,0,1.248,7,-9
869,5,0,1.281,7,-10
870,5,1,1.258,8,-1
871,5,1,1.302,8,-2
872,5,1,1.837,8,-3
873,5,1,1.02,8,-4
874,5,0,0.989,8,-5
875,5,0,1.164,8,-6
876,5,0,1.318,8,-7
877,5,0,1.176,8,-8
878,5,0,0.78,8,-9
879,5,0,0.918,8,-10
880,5,1,1.033,9,-1
881,5,1,1.121,9,-2
882,5,1,1.258,9,-3
883,5,1,1.147,9,-4
884,5,1,2.144,9,-5
885,5,0,1.982,9,-6
886,5,0,0.921,9,-7
887,5,0,1.217,9,-8
888,5,0,1.223,9,-9
889,5,0,1.276,9,-10
890,5,1,1.686,10,-1
891,5,1,1.014,10,-2
892,5,1,1.147,10,-3
893,5,1,1.629,10,-4
894,5,0,1.178,10,-5
895,5,0,1.002,10,-6
896,5,1,1.406,10,-7
897,5,0,1.061,10,-8
898,5,0,0.96,10,-9
899,5,0,0.904,10,-10
900,5,1,0.914,1,-1
901,5,1,1.042,1,-2
902,5,1,1.291,1,-3
903,5,1,1.106,1,-4
904,5,0,0.91,1,-5
905,5,0,0.822,1,-6
906,5,0,1.083,1,-7
907,5,0,1.146,1,-8
908,5,0,0.909,1,-9
909,5,0,0.931,1,-10
910,5,1,1.115,2,-1
911,5,1,1.01,2,-2
912,5,1,1.042,2,-3
913,5,1,1.236,2,-4
914,5,0,0.853,2,-5
915,5,0,0.956,2,-6
916,5,0,1.009,2,-7
917,5,0,0.931,2,-8
918,5,0,1.044,2,-9
919,5,0,0.754,2,-10
920,5,1,0.975,3,-1
921,5,1,1.122,3,-2
922,5,1,0.988,3,-3
923,5,1,0.94,3,-4
924,5,0,0.865,3,-5
925,5,0,0.904,3,-6
