,knode_name,stochastic,observed,subj,node,tag,depends,hidden,subj_idx,gain,loss,rt,response,mean,std,2.5q,25q,50q,75q,97.5q,mc err,map
v_Intercept_subj.32,v_Intercept_subj,True,False,True,v_Intercept_subj.32,(),['subj_idx'],False,32,,,,,-0.2380724797927808,0.2413444363765198,-0.7063665946142053,-0.4014753838945778,-0.2364671869864995,-0.07630894822046413,0.24051897946602385,0.013664193319998446,1.7296254299565144
v_Intercept_subj.36,v_Intercept_subj,True,False,True,v_Intercept_subj.36,(),['subj_idx'],False,36,,,,,-0.17992477949151295,0.21934953751819863,-0.6244786125651758,-0.32722807267469123,-0.1751087366643359,-0.023785091154858426,0.24137393726350426,0.01461669294771776,1.6274680899755627
v_Intercept_subj.38,v_Intercept_subj,True,False,True,v_Intercept_subj.38,(),['subj_idx'],False,38,,,,,-0.7307559641483762,0.2675825034477961,-1.2507533494391383,-0.9157619086315096,-0.7381474605174132,-0.5465116241000414,-0.19787574916800088,0.01734382534151094,1.7126015781180064
v_Intercept_subj.40,v_Intercept_subj,True,False,True,v_Intercept_subj.40,(),['subj_idx'],False,40,,,,,-0.6634584869282608,0.2579735320433968,-1.1530758744201834,-0.8441700171900102,-0.6711143467319479,-0.4978821700492853,-0.16119933001827305,0.016404684312057608,1.6926229603462326
v_Intercept_subj.44,v_Intercept_subj,True,False,True,v_Intercept_subj.44,(),['subj_idx'],False,44,,,,,-0.13821013533614002,0.2710677498136698,-0.664066540267715,-0.331204925376577,-0.1388025345660458,0.06115938824945566,0.36903078183636595,0.016490934751136724,1.7935273028697694
v_Intercept_subj.46,v_Intercept_subj,True,False,True,v_Intercept_subj.46,(),['subj_idx'],False,46,,,,,-0.032453047364623316,0.275746342634732,-0.5641659034840321,-0.22330745507009564,-0.03167577518473205,0.15257563921290396,0.5156387700692127,0.017805122845490278,1.8302166154325488
v_Intercept_subj.50,v_Intercept_subj,True,False,True,v_Intercept_subj.50,(),['subj_idx'],False,50,,,,,-0.07806072872210924,0.2154258826526519,-0.4984150760116727,-0.22188701175817888,-0.07294164297844175,0.0688439055622014,0.31019007384724295,0.014568204028932052,1.6545135058463167
v_Intercept_subj.52,v_Intercept_subj,True,False,True,v_Intercept_subj.52,(),['subj_idx'],False,52,,,,,1.0768247631254235,0.24337197906724808,0.6249354280519496,0.9109320123822482,1.0671182629415246,1.2394888319816975,1.5726950025931175,0.015378241192402933,1.8993584829237182
v_Intercept_subj.54,v_Intercept_subj,True,False,True,v_Intercept_subj.54,(),['subj_idx'],False,54,,,,,0.157090620920054,0.2692005289049764,-0.3597260879170657,-0.0280983495099595,0.15328231067484527,0.327299389996103,0.6860074046837802,0.016147008866940683,1.7850341038717155
v_Intercept_subj.58,v_Intercept_subj,True,False,True,v_Intercept_subj.58,(),['subj_idx'],False,58,,,,,-0.7628322232139778,0.25788006580784845,-1.274541614780915,-0.9359856996203106,-0.7689250801728014,-0.592057079956683,-0.2336212743884244,0.016707862611858113,1.7165263085131917
v_Intercept_subj.60,v_Intercept_subj,True,False,True,v_Intercept_subj.60,(),['subj_idx'],False,60,,,,,-1.029604420444571,0.23992987250527675,-1.4873084666468606,-1.1975818873298556,-1.0253832549516184,-0.8616126436547881,-0.578788129004262,0.015288850459117816,1.6674023015245154
v_Intercept_subj.62,v_Intercept_subj,True,False,True,v_Intercept_subj.62,(),['subj_idx'],False,62,,,,,-1.4936257332103768,0.32767134206421616,-2.13497231427449,-1.717982847341735,-1.4869775777924783,-1.2584376045482166,-0.8801401245466774,0.019937530841923505,1.75397353167263
v_Intercept_subj.64,v_Intercept_subj,True,False,True,v_Intercept_subj.64,(),['subj_idx'],False,64,,,,,-0.019500205370137216,0.2499228473918066,-0.5103548665874115,-0.19218796139982727,-0.01682575582202038,0.15369175169265775,0.4573635517606545,0.015881886974657557,1.7707220037542626
v_Intercept_subj.66,v_Intercept_subj,True,False,True,v_Intercept_subj.66,(),['subj_idx'],False,66,,,,,-0.108473172184044,0.2262401567978527,-0.5532047418593287,-0.2674161948321999,-0.10869685590203049,0.05059363462579723,0.33651488033224164,0.015302789214786287,1.6853879840421706
v_Intercept_subj.68,v_Intercept_subj,True,False,True,v_Intercept_subj.68,(),['subj_idx'],False,68,,,,,0.12716203466404324,0.23382727524481395,-0.35256434671575254,-0.02340787528877783,0.12515852960031043,0.2731109833658864,0.5980650699873624,0.016497853260744398,1.7414174301106846
v_Intercept_subj.70,v_Intercept_subj,True,False,True,v_Intercept_subj.70,(),['subj_idx'],False,70,,,,,-0.05901135684332692,0.24669781058982998,-0.544873817012274,-0.21613403107042645,-0.05789093487086136,0.10148861670857681,0.4154598331780748,0.015237965339599754,1.7208680790427127
v_Intercept_subj.72,v_Intercept_subj,True,False,True,v_Intercept_subj.72,(),['subj_idx'],False,72,,,,,-0.5853641045143189,0.21864638113690577,-0.9993606401378496,-0.7383416528862222,-0.5865606230165621,-0.43483399781304144,-0.15109596294152827,0.014151599249587223,1.6378602442101708
v_Intercept_subj.74,v_Intercept_subj,True,False,True,v_Intercept_subj.74,(),['subj_idx'],False,74,,,,,0.503229370593066,0.2611291248966987,0.008596655337805802,0.3285522521434593,0.48858705515366396,0.6763678238933328,1.0502443998039412,0.016218421750959562,1.8320744244104943
v_Intercept_subj.76,v_Intercept_subj,True,False,True,v_Intercept_subj.76,(),['subj_idx'],False,76,,,,,-2.2008563005933754,0.36888005154370784,-2.8901653282717312,-2.447622747326291,-2.2177284063009615,-1.9614136433524207,-1.4365007702499073,0.023451945790449343,1.7849085779128608
v_Intercept_subj.80,v_Intercept_subj,True,False,True,v_Intercept_subj.80,(),['subj_idx'],False,80,,,,,-0.899661930127068,0.24816760381319855,-1.372908875252999,-1.061647759980642,-0.9082949838929264,-0.7530773018304314,-0.38186340320996837,0.015141403327292921,1.6740128246925514
v_Intercept_subj.82,v_Intercept_subj,True,False,True,v_Intercept_subj.82,(),['subj_idx'],False,82,,,,,0.2957587818106905,0.24122406552361286,-0.1632034199673842,0.1307665990646485,0.2898043199827061,0.45753706959215074,0.784614369862904,0.014394150423705307,1.7798434490597659
v_Intercept_subj.84,v_Intercept_subj,True,False,True,v_Intercept_subj.84,(),['subj_idx'],False,84,,,,,0.33094584482924416,0.2404603310264561,-0.13522811676315033,0.1659531543423526,0.32928685200024166,0.485969264572107,0.8259734700291241,0.014319870816861018,1.7922969933573203
v_Intercept_subj.88,v_Intercept_subj,True,False,True,v_Intercept_subj.88,(),['subj_idx'],False,88,,,,,-0.31140045501580366,0.22688056246600627,-0.746569734051147,-0.45971720198722854,-0.31063993381498634,-0.15668135809493433,0.13612891593043466,0.014830922297530547,1.6415767008076319
v_Intercept_subj.90,v_Intercept_subj,True,False,True,v_Intercept_subj.90,(),['subj_idx'],False,90,,,,,0.16523410776715886,0.24628166129953477,-0.3404452798771348,0.005991811651747239,0.1655851338362599,0.3364972460444711,0.6309161250496338,0.014833933497850588,1.7739427989714314
v_Intercept_subj.92,v_Intercept_subj,True,False,True,v_Intercept_subj.92,(),['subj_idx'],False,92,,,,,-0.8330653388867675,0.2227932957787747,-1.2498273605385914,-0.9854063680578935,-0.8418249917974041,-0.6865897760139961,-0.3737021130474532,0.013165932456728166,1.6124621954650324
v_Intercept_subj.94,v_Intercept_subj,True,False,True,v_Intercept_subj.94,(),['subj_idx'],False,94,,,,,-0.906598552711595,0.24118387166565736,-1.358749406945721,-1.0757083689675564,-0.910200319472402,-0.7400451034599557,-0.44328223099296327,0.014962272418027237,1.614909882629835
v_Intercept_subj.96,v_Intercept_subj,True,False,True,v_Intercept_subj.96,(),['subj_idx'],False,96,,,,,-0.04444299126869828,0.2006872985078988,-0.43974311091842566,-0.17612012916247202,-0.047887881975365226,0.09361155964090553,0.3475014913293175,0.011861964589537992,1.667623737282397
v_Intercept_subj.98,v_Intercept_subj,True,False,True,v_Intercept_subj.98,(),['subj_idx'],False,98,,,,,-0.38489986601125575,0.3150217270158403,-1.046771681256503,-0.591655212030846,-0.3727748131292203,-0.16434268661642257,0.18237392452458773,0.02041164811182618,1.7910176544648606
v_Intercept_subj.100,v_Intercept_subj,True,False,True,v_Intercept_subj.100,(),['subj_idx'],False,100,,,,,-0.18983577506994453,0.21244147544291503,-0.5938321516764583,-0.3415022310718093,-0.19795872006997442,-0.03709383692193484,0.22589897541769194,0.013314398294774515,1.6786535736037496
v_Intercept_subj.102,v_Intercept_subj,True,False,True,v_Intercept_subj.102,(),['subj_idx'],False,102,,,,,-0.26379300150337054,0.2640881617321863,-0.7656806466491375,-0.45878766681598504,-0.2689149260399583,-0.0834093070346274,0.2537545645936119,0.015712700618253368,1.7993385709701697
v_Intercept_subj.104,v_Intercept_subj,True,False,True,v_Intercept_subj.104,(),['subj_idx'],False,104,,,,,0.3293528786871634,0.23839166546226398,-0.1165281244510322,0.16110050517227523,0.32369065073690434,0.4869055532509104,0.8108840624375807,0.013907642810717316,1.7968573245503874
v_Intercept_subj.106,v_Intercept_subj,True,False,True,v_Intercept_subj.106,(),['subj_idx'],False,106,,,,,-0.5682714118550498,0.2777919043476585,-1.1134718483005217,-0.75837148964367,-0.561316341068849,-0.37185093900392663,-0.03655392651944196,0.015736844555271953,1.7600548878454774
v_Intercept_subj.108,v_Intercept_subj,True,False,True,v_Intercept_subj.108,(),['subj_idx'],False,108,,,,,-0.8220603694991824,0.21118798082353316,-1.2304771414313125,-0.9658630451884884,-0.815444863839303,-0.6710508145795719,-0.42286459301805934,0.012001162936097527,1.574836572463101
v_Intercept_subj.110,v_Intercept_subj,True,False,True,v_Intercept_subj.110,(),['subj_idx'],False,110,,,,,-0.050280144561966306,0.22245863713654496,-0.48946184905878876,-0.20813123550880083,-0.05201089182563348,0.10913562959081491,0.3716072702162101,0.014688200409881447,1.6785669799411602
v_Intercept_subj.112,v_Intercept_subj,True,False,True,v_Intercept_subj.112,(),['subj_idx'],False,112,,,,,-0.7083778357518656,0.26447508230752964,-1.2194101269155029,-0.8907660609109944,-0.7117131904324174,-0.52181903518375,-0.18650202940168825,0.015651632776688688,1.7406357295838568
v_Intercept_subj.114,v_Intercept_subj,True,False,True,v_Intercept_subj.114,(),['subj_idx'],False,114,,,,,3.546208090625123,0.3802610461115046,2.7776753180401106,3.3019726959198366,3.5522379334883847,3.8009501060437865,4.270490485655364,0.02687019446653746,2.153535813111441
v_Intercept_subj.116,v_Intercept_subj,True,False,True,v_Intercept_subj.116,(),['subj_idx'],False,116,,,,,0.032189899273086645,0.2566557954997789,-0.48184705843714803,-0.14524953214532885,0.03120233545316181,0.2075326885774296,0.5327037179859061,0.016255356436514917,1.8349568694467804
v_Intercept_subj.118,v_Intercept_subj,True,False,True,v_Intercept_subj.118,(),['subj_idx'],False,118,,,,,0.004757765578125222,0.2322992516336577,-0.43844264121080756,-0.15383388726028158,0.0016882596272459194,0.1633172027626416,0.4675625467847485,0.01381969171560864,1.7109408198489329
v_Intercept_subj.120,v_Intercept_subj,True,False,True,v_Intercept_subj.120,(),['subj_idx'],False,120,,,,,-0.596703319354566,0.23984828576837128,-1.0526086487604878,-0.7640310582555688,-0.5975710158266228,-0.4217765574790556,-0.11739610005120953,0.016052155616050327,1.663628918130857
v_Intercept_subj.124,v_Intercept_subj,True,False,True,v_Intercept_subj.124,(),['subj_idx'],False,124,,,,,-0.5991527126800237,0.2642681812270182,-1.1239398567585515,-0.7744124983275202,-0.5925642947133428,-0.42378100444719297,-0.08014877880145085,0.016450613260186205,1.715740435659609
v_gain,v_gain,True,False,False,v_gain,(),[],False,,,,,,0.19615561614392782,0.008522921390413643,0.17940866313693193,0.19066013017692982,0.19633739141122156,0.2017203536289934,0.212914203306288,0.00019496743096771772,0.10121381422224218
v_gain_std,v_gain_std,True,False,False,v_gain_std,(),[],False,,,,,,0.05872461377197763,0.006389305569894709,0.047589828126563344,0.05419084712838991,0.05833025817963984,0.06256110761742631,0.07284000507248659,0.00019488224696105825,0.05381508826402444
v_gain_tau,v_gain_tau,False,False,False,v_gain_tau,(),[],True,,,,,,,,,,,,,,345.29626935149867
v_gain_subj.2,v_gain_subj,True,False,True,v_gain_subj.2,(),['subj_idx'],False,2,,,,,0.26644110434608315,0.018368097225480648,0.22988613194822677,0.2544275045772365,0.2660657945229034,0.2791639357123388,0.30226691998328215,0.001072508489400164,0.12082703848881853
v_gain_subj.4,v_gain_subj,True,False,True,v_gain_subj.4,(),['subj_idx'],False,4,,,,,0.20534942290111458,0.014693598762387607,0.17714187446298685,0.1955056659689152,0.20502842445950023,0.21538902428868933,0.23400511290216866,0.0008323908639258279,0.11492325343052204
v_gain_subj.6,v_gain_subj,True,False,True,v_gain_subj.6,(),['subj_idx'],False,6,,,,,0.2429273053580397,0.019874452391299337,0.20217702734595705,0.22927613362749855,0.24325869662484784,0.2567455610319472,0.280362169090515,0.0010656354804315237,0.15533611294628424
v_gain_subj.8,v_gain_subj,True,False,True,v_gain_subj.8,(),['subj_idx'],False,8,,,,,0.12315027369376134,0.015764583126126896,0.0919151053103822,0.11247127648771818,0.12330504761563384,0.13383385142976065,0.15407135731697355,0.0008364985589877909,0.003830829343879086
v_gain_subj.10,v_gain_subj,True,False,True,v_gain_subj.10,(),['subj_idx'],False,10,,,,,0.17304940167441663,0.013140544809756705,0.14777308322399166,0.16428931552423132,0.1727852770581475,0.18214369482541173,0.19941397900895277,0.0007235295203170885,0.09505579770741678
v_gain_subj.14,v_gain_subj,True,False,True,v_gain_subj.14,(),['subj_idx'],False,14,,,,,0.31691109663590156,0.020520345095091323,0.2772895341057467,0.30226632549518584,0.3173487267935428,0.33095282782603147,0.35683060355310514,0.001427095921101258,0.21871184676116243
v_gain_subj.16,v_gain_subj,True,False,True,v_gain_subj.16,(),['subj_idx'],False,16,,,,,0.14022250626753852,0.013330902103552275,0.11288263204518158,0.13131627326143863,0.14051853993233196,0.1494176389598118,0.1659618298578017,0.0007172232696957583,0.05982551010827601
v_gain_subj.18,v_gain_subj,True,False,True,v_gain_subj.18,(),['subj_idx'],False,18,,,,,0.25891708612374953,0.020208238607205185,0.21798438485954308,0.24539118966559223,0.25857114388619423,0.27236308798884346,0.2982235157763842,0.0011494392584842602,0.14080554760775127
v_gain_subj.20,v_gain_subj,True,False,True,v_gain_subj.20,(),['subj_idx'],False,20,,,,,0.15560361317217272,0.012749590384830695,0.13071504971953407,0.14680492201285272,0.15581166676385547,0.16410769336524364,0.18069545468178028,0.0006829726417378654,0.06980022512850184
v_gain_subj.22,v_gain_subj,True,False,True,v_gain_subj.22,(),['subj_idx'],False,22,,,,,0.06721669226658021,0.012824102231663474,0.042267986868661137,0.058586149350207554,0.06715298690289224,0.07572678742129461,0.09347676824686442,0.0006674955881134885,-0.026169157747149067
v_gain_subj.24,v_gain_subj,True,False,True,v_gain_subj.24,(),['subj_idx'],False,24,,,,,0.19758710854789652,0.01637235948028139,0.16648104391165977,0.1867497373191509,0.19742818200926282,0.2082739102819144,0.23055313658420884,0.000958064277338875,0.09276387863759801
v_gain_subj.26,v_gain_subj,True,False,True,v_gain_subj.26,(),['subj_idx'],False,26,,,,,0.1635240724685636,0.012570152750057375,0.1378377835679342,0.1553807393755407,0.16370980200549562,0.17188751178267977,0.18803004874645443,0.0006758449710735729,0.0657197453454707
v_gain_subj.30,v_gain_subj,True,False,True,v_gain_subj.30,(),['subj_idx'],False,30,,,,,0.2304039985494714,0.017151525674543335,0.19724617360210983,0.2183706930776978,0.23045572855871294,0.24260650569123804,0.2634594613094773,0.0010062453118158672,0.13276657049285417
v_gain_subj.32,v_gain_subj,True,False,True,v_gain_subj.32,(),['subj_idx'],False,32,,,,,0.20755501631354173,0.015800504194356017,0.17702304843070382,0.19695263762393547,0.20768347408864396,0.2184166945447518,0.2381389432209315,0.0009632507767396795,0.11099401012970964
v_gain_subj.36,v_gain_subj,True,False,True,v_gain_subj.36,(),['subj_idx'],False,36,,,,,0.1421489589010432,0.013102484846552786,0.11696817852296815,0.13324575782654566,0.141644993120434,0.15100934287458923,0.16854532369560737,0.000782230471351578,0.057445951132340446
v_gain_subj.38,v_gain_subj,True,False,True,v_gain_subj.38,(),['subj_idx'],False,38,,,,,0.17294352358880075,0.015278185155227851,0.14262550407685817,0.16234075313590396,0.17309005350027065,0.18366029746499135,0.20237965140440653,0.0008260323131984354,0.055572040333144536
v_gain_subj.40,v_gain_subj,True,False,True,v_gain_subj.40,(),['subj_idx'],False,40,,,,,0.17456051746695767,0.016075452577508875,0.14215800901821946,0.16365348363951873,0.1745621674344947,0.18538694726380953,0.20541619233612546,0.0008966570682168785,0.0685809399431552
v_gain_subj.44,v_gain_subj,True,False,True,v_gain_subj.44,(),['subj_idx'],False,44,,,,,0.25693099411764153,0.018580539855813528,0.221788945055008,0.24412735541048583,0.25670230196461186,0.2692759802425016,0.2950862503729572,0.0011213840080735696,0.1603228821193155
v_gain_subj.46,v_gain_subj,True,False,True,v_gain_subj.46,(),['subj_idx'],False,46,,,,,0.332123026622441,0.02064986873099305,0.2922519533749411,0.3175268070909133,0.332397292546338,0.34644431783209,0.37249817885191666,0.0011708433698583438,0.24688544166979687
v_gain_subj.50,v_gain_subj,True,False,True,v_gain_subj.50,(),['subj_idx'],False,50,,,,,0.17084559129834395,0.012801210514004211,0.14557651240810576,0.16263774843111822,0.17087844049666026,0.1791323336327449,0.19677806912442045,0.0007310446213467934,0.08286115471563317
v_gain_subj.52,v_gain_subj,True,False,True,v_gain_subj.52,(),['subj_idx'],False,52,,,,,0.2590866651394308,0.015957816763950857,0.22974678982211336,0.2479985706743509,0.2589751338749259,0.2697868327931027,0.29071122320917736,0.0009268075671331,0.2033411274246113
v_gain_subj.54,v_gain_subj,True,False,True,v_gain_subj.54,(),['subj_idx'],False,54,,,,,0.22942838589643902,0.017126838246136793,0.19512822599393104,0.21807498841449452,0.22959330431968583,0.24102570063603607,0.2632707686114469,0.0009135439454032578,0.1494363742797844
v_gain_subj.58,v_gain_subj,True,False,True,v_gain_subj.58,(),['subj_idx'],False,58,,,,,0.3026834159183464,0.019717492881507922,0.26427114511294586,0.2888770399056149,0.3031630961876454,0.3171603806460551,0.3398678844869715,0.0012298252095296306,0.19505294742975104
v_gain_subj.60,v_gain_subj,True,False,True,v_gain_subj.60,(),['subj_idx'],False,60,,,,,0.25745954326958137,0.017497657689488855,0.22166384519046473,0.2461870616314214,0.2579273607543136,0.26898844986941417,0.29188687413698344,0.00096045884033985,0.13380932226683953
v_gain_subj.62,v_gain_subj,True,False,True,v_gain_subj.62,(),['subj_idx'],False,62,,,,,0.18200902089198173,0.01816913783976844,0.14859892180354506,0.16907498647360916,0.18145228160267057,0.1944085767282193,0.21804396529741116,0.0009613970285060926,0.045091570204994415
v_gain_subj.64,v_gain_subj,True,False,True,v_gain_subj.64,(),['subj_idx'],False,64,,,,,0.18460260399416353,0.015269552368407966,0.15469978289386874,0.1741313593987217,0.18441763085647267,0.19489455523897306,0.21515459853919122,0.000885250522449473,0.10141982696898473
v_gain_subj.66,v_gain_subj,True,False,True,v_gain_subj.66,(),['subj_idx'],False,66,,,,,0.15231603928986998,0.013484064036489106,0.12646477087328442,0.14285520889124756,0.15207527249046057,0.16160681978281521,0.17900981309549027,0.0007336958004449049,0.06389295697613426
v_gain_subj.68,v_gain_subj,True,False,True,v_gain_subj.68,(),['subj_idx'],False,68,,,,,0.15907805453144122,0.014241188210575873,0.1320311524359062,0.14915241440234622,0.15877885412104822,0.16880430565724383,0.1876519968442582,0.0008344570935451684,0.08151660707049553
v_gain_subj.70,v_gain_subj,True,False,True,v_gain_subj.70,(),['subj_idx'],False,70,,,,,0.1622191571613896,0.014760007489077765,0.1326252185293678,0.15277809572093565,0.16242908506947915,0.1719339222363427,0.1914993975340721,0.0008315155527894698,0.07256181794653649
v_gain_subj.72,v_gain_subj,True,False,True,v_gain_subj.72,(),['subj_idx'],False,72,,,,,0.1469766969557697,0.013827305294238538,0.11982267240920619,0.13776562603409126,0.14711432085747073,0.1564753360098424,0.17332324953215225,0.000797507023176211,0.04392098892692329
v_gain_subj.74,v_gain_subj,True,False,True,v_gain_subj.74,(),['subj_idx'],False,74,,,,,0.17560031729905057,0.015535509674001564,0.14557106402962888,0.16514128142621204,0.17547874613314102,0.18611509879062726,0.20627429125004593,0.0008388060425773296,0.11179177961519578
v_gain_subj.76,v_gain_subj,True,False,True,v_gain_subj.76,(),['subj_idx'],False,76,,,,,0.1963595707628917,0.020167453713804604,0.156234150487383,0.18331102726052895,0.19650820078188652,0.209346915549391,0.23630425135197125,0.0011087745423103074,0.02063631057931068
v_gain_subj.80,v_gain_subj,True,False,True,v_gain_subj.80,(),['subj_idx'],False,80,,,,,0.23932156718038256,0.016341294107742554,0.2064888342406607,0.2286743376470955,0.2393438092549979,0.2497439556983132,0.2721403067460585,0.0008589845703889946,0.12367692837086938
v_gain_subj.82,v_gain_subj,True,False,True,v_gain_subj.82,(),['subj_idx'],False,82,,,,,0.20308999053247753,0.015033445450888732,0.17315876938562744,0.19335782669230586,0.2030573738137667,0.2133706146966619,0.23247829417907956,0.0007737021462000748,0.12802459148831233
v_gain_subj.84,v_gain_subj,True,False,True,v_gain_subj.84,(),['subj_idx'],False,84,,,,,0.1770604798939234,0.015182478312879343,0.14757399067606497,0.16673204298640587,0.176773168153286,0.18760243120359948,0.20679842370257506,0.0008321363603578706,0.10781399324723558
v_gain_subj.88,v_gain_subj,True,False,True,v_gain_subj.88,(),['subj_idx'],False,88,,,,,0.14495689445271545,0.013269642709902383,0.11842455231140839,0.13608137477724228,0.14497893214308494,0.15426728553405988,0.17027875428079886,0.000688504447755995,0.0611125418258299
v_gain_subj.90,v_gain_subj,True,False,True,v_gain_subj.90,(),['subj_idx'],False,90,,,,,0.2193774863912478,0.01588581360802141,0.18779603867274441,0.20899496632211584,0.21948318559586621,0.22972997727039215,0.2500734850635834,0.0008286639754246167,0.14887366749619782
v_gain_subj.92,v_gain_subj,True,False,True,v_gain_subj.92,(),['subj_idx'],False,92,,,,,0.17389548813122993,0.013872265460166578,0.1463554751958849,0.1647534321103447,0.17368913124447777,0.18299292485374774,0.20144109153029988,0.0008091112618510929,0.062169246479469975
v_gain_subj.94,v_gain_subj,True,False,True,v_gain_subj.94,(),['subj_idx'],False,94,,,,,0.1592438757882481,0.01419884185012011,0.1317999734701974,0.1496346803488679,0.15888011424063095,0.1685105753679652,0.18845940283412718,0.0008261663152605096,0.03634132710679636
v_gain_subj.96,v_gain_subj,True,False,True,v_gain_subj.96,(),['subj_idx'],False,96,,,,,0.14484770580769082,0.012441574094728156,0.12072823578848184,0.1365535414270782,0.14482005050079363,0.153207196448783,0.1694321464155441,0.0006567836999477687,0.06180297414295799
v_gain_subj.98,v_gain_subj,True,False,True,v_gain_subj.98,(),['subj_idx'],False,98,,,,,0.2560860994768217,0.019545654997813928,0.2191944593572217,0.24252780158183504,0.25607424710747817,0.269250972980862,0.29737353901599733,0.0011260658124799666,0.16330882348641035
v_gain_subj.100,v_gain_subj,True,False,True,v_gain_subj.100,(),['subj_idx'],False,100,,,,,0.13123535078323414,0.013030308306695718,0.10507209597965878,0.12231037641581503,0.1316869058052305,0.14058690090466877,0.15536308435348528,0.0006801395688254375,0.04336588094745345
v_gain_subj.102,v_gain_subj,True,False,True,v_gain_subj.102,(),['subj_idx'],False,102,,,,,0.22032422293521983,0.017590629705800078,0.1838938697735917,0.20923643439033202,0.2206535280247348,0.2323382630215897,0.25394244292573503,0.0009938670770577997,0.1279727106070753
v_gain_subj.104,v_gain_subj,True,False,True,v_gain_subj.104,(),['subj_idx'],False,104,,,,,0.1808761309155995,0.015987361946080338,0.14907485264725845,0.16994117138381531,0.18065885725735467,0.1921628226748136,0.21177637178450462,0.0009877227355433067,0.10466975896254668
v_gain_subj.106,v_gain_subj,True,False,True,v_gain_subj.106,(),['subj_idx'],False,106,,,,,0.2873379032519168,0.01988429017726219,0.2481915624715625,0.2737781866801977,0.2873945426674828,0.3002715244725839,0.3280046738140406,0.001121178084720406,0.17847078279300504
v_gain_subj.108,v_gain_subj,True,False,True,v_gain_subj.108,(),['subj_idx'],False,108,,,,,0.2128085354788055,0.014434622450515775,0.18504373775496855,0.2029881502223668,0.21294307405758975,0.22253943311622162,0.2415193512778343,0.0008167496814471904,0.09254203101969236
v_gain_subj.110,v_gain_subj,True,False,True,v_gain_subj.110,(),['subj_idx'],False,110,,,,,0.1487885461560657,0.013577341878740363,0.12378120810751919,0.13890967252616337,0.14851415257978637,0.15834177252316944,0.1757037466383511,0.0007763329133006636,0.06451705379032378
v_gain_subj.112,v_gain_subj,True,False,True,v_gain_subj.112,(),['subj_idx'],False,112,,,,,0.2581042692811328,0.018325482278606357,0.22186053668178848,0.24605910207784043,0.25818839921105363,0.2700886158840629,0.2941292282559743,0.0010906151304247273,0.14523723461108345
v_gain_subj.114,v_gain_subj,True,False,True,v_gain_subj.114,(),['subj_idx'],False,114,,,,,0.0967062297623471,0.018608743036318875,0.05991872652366231,0.08419876757310407,0.09677297901666955,0.10913551991876659,0.13388755925527557,0.0010537563760892412,0.11630884003105978
v_gain_subj.116,v_gain_subj,True,False,True,v_gain_subj.116,(),['subj_idx'],False,116,,,,,0.1946235111586144,0.015555590653081234,0.1634765865901459,0.18409659274064136,0.1947362512499525,0.20537747276305235,0.22424631665313663,0.0008142581824685076,0.11735137994104143
v_gain_subj.118,v_gain_subj,True,False,True,v_gain_subj.118,(),['subj_idx'],False,118,,,,,0.18014286926502332,0.015159777079574305,0.1503986407483065,0.16992408587434185,0.1803025303165488,0.19082904083961866,0.2096808246202384,0.00085858931570491,0.09621310572767021
v_gain_subj.120,v_gain_subj,True,False,True,v_gain_subj.120,(),['subj_idx'],False,120,,,,,0.13389751593421245,0.014113538150990935,0.10636437845604116,0.12391469481131984,0.13402108624677134,0.1439489863471246,0.16053596379504295,0.00084645868707074,0.029491050385552872
v_gain_subj.124,v_gain_subj,True,False,True,v_gain_subj.124,(),['subj_idx'],False,124,,,,,0.23061221373182933,0.017337755777549407,0.19681737947290961,0.2189557080816308,0.2302365573723165,0.24217179596463032,0.26385599038623475,0.0010046168770946548,0.10573843021463028
v_loss,v_loss,True,False,False,v_loss,(),[],False,,,,,,0.19404572964065595,0.008295547369446083,0.17724322130635456,0.18841633520840373,0.1941494049055793,0.19956725799857894,0.2101898918405959,0.00018628897843963888,0.23741131890087633
v_loss_std,v_loss_std,True,False,False,v_loss_std,(),[],False,,,,,,0.05860742257736349,0.006834669158122027,0.046980152502576575,0.053809240957534504,0.05796334545035642,0.06282221498945997,0.07333027579059945,0.0002398054963945278,0.04825328750402581
v_loss_tau,v_loss_tau,False,False,False,v_loss_tau,(),[],True,,,,,,,,,,,,,,429.48320516689836
v_loss_subj.2,v_loss_subj,True,False,True,v_loss_subj.2,(),['subj_idx'],False,2,,,,,0.17100414575473996,0.01727375832944068,0.13444829255837362,0.15993171718760663,0.17113100213834206,0.1827938278937707,0.2039394380934369,0.000903492306740534,0.24866182503511083
v_loss_subj.4,v_loss_subj,True,False,True,v_loss_subj.4,(),['subj_idx'],False,4,,,,,0.1817285789315939,0.014951693620822507,0.15163606429867982,0.1717965262063922,0.1824732081319831,0.1919914794555095,0.21114188762851444,0.0009167209262432483,0.21991839856943066
v_loss_subj.6,v_loss_subj,True,False,True,v_loss_subj.6,(),['subj_idx'],False,6,,,,,0.2739786272662782,0.020033997609971536,0.23556561609487303,0.2598171985259422,0.2738700807990677,0.2876381929021361,0.31377921118483215,0.0010426389537562242,0.31584802401458306
v_loss_subj.8,v_loss_subj,True,False,True,v_loss_subj.8,(),['subj_idx'],False,8,,,,,0.12779710029613037,0.014778872219617739,0.09778322851659463,0.1182685548083014,0.12757022000008994,0.13785853429238862,0.1571456436540938,0.0007842389052694694,0.1901404435144782
