,subj_idx,response,rt,gain,loss
463,3,1.0,1.249,22,-7
464,3,1.0,1.1420000000000001,38,-17
465,3,1.0,1.25,30,-19
466,3,0.0,3.535,22,-20
467,3,0.0,1.3519999999999999,12,-17
468,3,1.0,1.5619999999999998,26,-17
469,3,1.0,1.665,28,-10
470,3,1.0,2.807,26,-12
472,3,1.0,1.145,20,-10
473,3,0.0,1.1420000000000001,12,-11
474,3,1.0,1.561,26,-20
475,3,1.0,3.013,28,-13
476,3,1.0,1.3519999999999999,36,-20
477,3,1.0,3.951,30,-9
478,3,1.0,0.833,26,-19
479,3,1.0,1.3530000000000002,18,-7
480,3,1.0,1.561,38,-12
481,3,1.0,1.9769999999999999,22,-9
482,3,0.0,2.08,10,-6
483,3,1.0,1.768,18,-13
485,3,1.0,3.534,22,-13
486,3,1.0,1.143,20,-17
487,3,1.0,1.145,32,-8
488,3,0.0,1.3519999999999999,10,-17
489,3,1.0,1.124,40,-20
490,3,1.0,1.1440000000000001,24,-10
491,3,1.0,1.1440000000000001,34,-16
492,3,1.0,1.145,40,-16
493,3,1.0,1.04,34,-5
494,3,1.0,3.2230000000000003,18,-5
496,3,1.0,1.87,28,-15
497,3,1.0,2.391,14,-7
498,3,1.0,1.454,38,-16
499,3,1.0,1.146,36,-16
500,3,1.0,2.602,34,-11
501,3,1.0,0.9359999999999999,38,-7
502,3,1.0,1.245,28,-6
503,3,1.0,0.9359999999999999,18,-19
504,3,1.0,1.665,40,-11
505,3,1.0,1.041,12,-7
506,3,0.0,1.665,16,-18
507,3,1.0,2.392,26,-6
508,3,1.0,1.038,26,-15
509,3,1.0,1.869,24,-5
510,3,1.0,1.1440000000000001,32,-10
511,3,1.0,2.185,16,-10
512,5,1.0,1.767,14,-14
513,5,1.0,1.1440000000000001,26,-9
514,5,1.0,1.663,20,-8
515,5,1.0,1.766,30,-14
516,5,1.0,1.145,22,-8
517,5,1.0,2.495,16,-5
518,5,1.0,2.082,30,-8
519,5,1.0,1.455,30,-10
520,5,0.0,1.351,12,-19
521,5,0.0,2.1830000000000003,12,-10
522,5,0.0,3.014,28,-20
523,5,0.0,1.56,10,-20
524,5,1.0,2.387,16,-16
525,5,0.0,2.181,10,-10
526,5,1.0,1.244,28,-8
527,5,0.0,2.2880000000000003,32,-20
528,5,0.0,2.807,18,-14
529,5,0.0,1.1420000000000001,10,-18
530,5,1.0,1.768,36,-12
531,5,1.0,1.247,28,-5
532,5,1.0,1.1440000000000001,36,-7
533,5,1.0,3.3289999999999997,38,-20
534,5,0.0,2.705,12,-9
535,5,0.0,1.351,18,-20
536,5,1.0,1.04,34,-8
537,5,1.0,1.248,14,-6
538,5,1.0,1.145,32,-5
539,5,1.0,2.182,32,-12
540,5,1.0,2.392,22,-11
541,5,1.0,2.391,36,-10
542,5,0.0,1.4569999999999999,24,-17
543,5,0.0,1.976,32,-14
544,5,0.0,1.249,10,-15
545,5,1.0,1.767,16,-6
546,5,1.0,1.354,20,-7
547,5,1.0,1.869,32,-13
548,5,1.0,1.666,20,-20
549,5,1.0,1.767,20,-5
550,5,1.0,1.041,28,-9
551,5,1.0,2.495,16,-13
552,5,1.0,1.56,26,-16
553,5,1.0,1.1440000000000001,38,-9
554,5,1.0,1.04,36,-8
555,5,1.0,2.5980000000000003,24,-14
556,5,0.0,1.974,38,-19
557,5,1.0,1.9780000000000002,28,-17
558,5,1.0,2.39,30,-17
559,5,1.0,1.56,40,-12
560,5,1.0,1.248,22,-10
561,5,0.0,1.663,22,-19
562,5,1.0,1.767,34,-13
563,5,0.0,1.248,16,-17
564,5,1.0,1.145,38,-6
565,5,1.0,3.013,38,-15
566,5,0.0,2.287,34,-19
567,5,0.0,2.184,38,-14
568,5,0.0,3.1210000000000004,24,-13
569,5,0.0,1.8730000000000002,10,-7
570,5,1.0,1.768,24,-9
571,5,1.0,1.04,20,-9
572,5,1.0,1.9769999999999999,14,-9
573,5,0.0,2.494,40,-18
574,5,1.0,0.9359999999999999,34,-14
575,5,1.0,1.0390000000000001,20,-15
576,5,1.0,1.767,26,-5
577,5,0.0,1.663,32,-15
578,5,0.0,1.246,16,-20
579,5,0.0,1.35,28,-16
580,5,0.0,1.4580000000000002,18,-10
581,5,1.0,1.456,16,-9
582,5,0.0,1.871,16,-15
583,5,1.0,1.145,36,-9
584,5,1.0,1.8730000000000002,16,-7
585,5,0.0,1.1440000000000001,12,-18
586,5,0.0,1.561,34,-20
587,5,1.0,1.1440000000000001,32,-7
588,5,1.0,1.561,30,-16
589,5,0.0,2.7030000000000003,12,-6
590,5,0.0,1.351,10,-12
591,5,1.0,1.04,40,-8
592,5,1.0,1.456,28,-18
593,5,0.0,2.184,26,-13
594,5,1.0,1.4580000000000002,20,-11
595,5,0.0,1.4569999999999999,22,-18
596,5,0.0,1.56,24,-16
597,5,1.0,1.041,34,-7
598,5,1.0,1.454,26,-11
599,5,0.0,1.8719999999999999,14,-10
600,5,0.0,1.767,10,-16
601,5,0.0,1.351,20,-16
602,5,0.0,1.456,18,-17
603,5,0.0,1.455,36,-14
604,5,0.0,2.1830000000000003,18,-11
605,5,1.0,1.04,40,-5
606,5,1.0,1.3519999999999999,40,-10
607,5,0.0,1.767,10,-19
608,5,0.0,1.249,20,-18
609,5,0.0,1.246,22,-16
610,5,0.0,1.976,16,-11
611,5,1.0,1.557,18,-6
612,5,1.0,1.456,30,-11
613,5,1.0,1.3530000000000002,28,-7
614,5,1.0,1.6640000000000001,18,-8
615,5,0.0,1.56,24,-15
616,5,1.0,0.831,40,-7
617,5,0.0,1.767,26,-18
618,5,1.0,1.143,36,-11
619,5,0.0,1.558,12,-8
620,5,1.0,1.974,40,-17
621,5,1.0,1.248,34,-12
622,5,1.0,1.354,30,-7
623,5,1.0,1.665,40,-15
624,5,0.0,3.012,30,-18
625,5,0.0,1.974,36,-19
626,5,0.0,1.455,38,-13
627,5,0.0,2.495,16,-8
628,5,0.0,1.3519999999999999,14,-18
629,5,1.0,1.3519999999999999,32,-11
630,5,0.0,1.8719999999999999,30,-20
631,5,0.0,1.247,12,-15
632,5,0.0,1.4569999999999999,38,-18
633,5,1.0,1.8719999999999999,20,-6
634,5,1.0,1.455,24,-6
635,5,0.0,1.248,24,-20
636,5,0.0,1.038,12,-14
637,5,1.0,1.561,30,-12
638,5,1.0,1.3519999999999999,34,-15
639,5,1.0,1.558,24,-11
640,5,1.0,1.249,32,-6
641,5,0.0,1.249,12,-12
642,5,1.0,1.455,20,-14
643,5,1.0,1.561,30,-5
644,5,0.0,1.351,40,-19
645,5,1.0,1.143,34,-10
646,5,1.0,0.935,38,-5
647,5,0.0,1.557,28,-19
648,5,0.0,1.145,16,-19
649,5,1.0,1.146,24,-7
650,5,1.0,1.042,36,-6
651,5,1.0,1.038,28,-11
652,5,1.0,1.665,12,-5
653,5,0.0,1.145,20,-19
654,5,0.0,1.455,34,-17
655,5,1.0,0.9329999999999999,40,-6
656,5,1.0,1.768,30,-13
657,5,1.0,1.56,14,-11
658,5,1.0,1.4569999999999999,24,-8
659,5,0.0,1.3519999999999999,10,-13
660,5,1.0,1.04,26,-7
661,5,1.0,1.456,32,-9
662,5,1.0,1.5619999999999998,16,-14
663,5,1.0,1.247,26,-8
664,5,1.0,1.1440000000000001,38,-11
665,5,1.0,1.456,38,-10
666,5,1.0,1.768,16,-12
667,5,0.0,1.249,14,-19
668,5,1.0,1.246,28,-14
669,5,0.0,1.145,24,-19
670,5,1.0,1.665,22,-5
671,5,0.0,1.1440000000000001,34,-18
672,5,0.0,1.455,32,-16
673,5,1.0,1.1420000000000001,36,-13
674,5,0.0,1.3530000000000002,10,-8
675,5,0.0,1.456,22,-14
676,5,1.0,1.247,22,-12
677,5,1.0,1.041,28,-12
678,5,1.0,1.3519999999999999,18,-9
679,5,1.0,2.2880000000000003,10,-5
680,5,1.0,1.249,36,-15
681,5,1.0,1.0390000000000001,40,-13
682,5,1.0,1.8719999999999999,32,-17
683,5,0.0,2.079,32,-18
684,5,0.0,1.56,22,-17
685,5,1.0,1.8719999999999999,26,-10
686,5,0.0,1.3519999999999999,18,-16
687,5,0.0,1.3519999999999999,12,-16
688,5,1.0,1.249,40,-14
689,5,0.0,1.3519999999999999,10,-14
690,5,0.0,1.247,10,-9
691,5,0.0,1.561,18,-18
692,5,1.0,1.558,36,-17
693,5,1.0,1.145,14,-5
694,5,0.0,1.249,14,-17
695,5,1.0,1.1440000000000001,24,-12
696,5,0.0,1.4580000000000002,22,-15
697,5,0.0,1.247,14,-20
698,5,1.0,1.143,20,-12
699,5,1.0,1.145,30,-15
700,5,1.0,1.04,22,-6
701,5,1.0,1.042,40,-9
702,5,1.0,1.1440000000000001,36,-5
703,5,0.0,2.184,32,-19
704,5,0.0,1.662,30,-19
705,5,0.0,1.25,36,-20
706,5,0.0,1.3519999999999999,40,-20
707,5,1.0,1.348,18,-7
708,5,0.0,1.351,38,-16
709,5,1.0,1.351,40,-11
710,5,1.0,1.041,36,-18
711,5,1.0,1.041,16,-10
712,5,1.0,1.146,36,-16
713,5,1.0,1.1440000000000001,30,-9
714,5,1.0,1.247,34,-11
715,5,1.0,1.145,26,-19
716,5,1.0,1.146,38,-17
717,5,1.0,1.454,32,-10
718,5,1.0,0.9359999999999999,34,-16
719,5,1.0,0.937,18,-5
720,5,0.0,1.35,22,-13
721,5,1.0,1.0390000000000001,22,-9
722,5,0.0,1.248,22,-20
723,5,1.0,1.456,34,-6
724,5,1.0,1.247,26,-12
725,5,1.0,1.1420000000000001,18,-13
726,5,0.0,1.662,10,-17
727,5,0.0,1.4580000000000002,12,-13
728,5,0.0,2.08,20,-13
729,5,1.0,1.041,22,-7
730,5,0.0,1.456,26,-14
731,5,1.0,1.248,14,-7
732,5,1.0,1.0390000000000001,34,-5
733,5,0.0,1.145,16,-18
734,5,1.0,1.04,28,-6
735,5,1.0,1.1440000000000001,24,-5
736,5,0.0,1.8719999999999999,26,-20
737,5,0.0,1.041,12,-20
738,5,0.0,1.041,14,-15
739,5,0.0,1.662,26,-15
740,5,1.0,1.5619999999999998,28,-10
741,5,1.0,0.937,32,-8
742,5,0.0,1.3530000000000002,12,-7
743,5,1.0,1.456,26,-6
744,5,1.0,1.248,40,-16
745,5,1.0,1.351,28,-13
746,5,0.0,1.665,14,-8
747,5,0.0,1.248,18,-19
748,5,0.0,1.038,26,-17
749,5,0.0,1.247,20,-17
750,5,0.0,1.0390000000000001,28,-15
751,5,0.0,1.1420000000000001,14,-12
752,5,0.0,2.079,24,-18
753,5,0.0,3.1210000000000004,10,-6
754,5,1.0,1.3530000000000002,24,-10
755,5,1.0,1.249,30,-6
756,5,1.0,1.247,38,-8
757,5,1.0,1.0390000000000001,38,-12
758,5,1.0,1.354,14,-13
759,5,0.0,1.0390000000000001,12,-17
760,5,0.0,1.1440000000000001,10,-11
761,5,0.0,1.8730000000000002,18,-15
762,5,0.0,0.937,20,-10
763,5,0.0,1.04,12,-11
764,5,1.0,1.3530000000000002,18,-12
765,5,1.0,1.248,38,-7
766,5,0.0,1.561,14,-16
